tpep_pickup_datetime,PULocationID,DOLocationID,trip_distance,passenger_count,fare_amount,congestion_surcharge
2024-04-03 22:18:11,111,162,1.79,1,7.19,0.0
2024-04-10 20:40:50,165,166,1.48,2,4.95,2.75
2024-04-28 07:53:36,219,247,5.23,1,16.71,0.0
2024-04-30 17:13:07,5,174,6.3,1,21.53,2.75
2024-04-07 22:59:20,215,9,3.94,1,15.17,0.0
2024-04-04 01:23:57,195,59,5.87,1,18.85,2.75
2024-04-04 04:24:09,6,85,2.09,1,8.84,2.75
2024-04-08 11:27:27,58,150,0.76,2,3.81,0.0
2024-04-30 02:31:59,102,60,3.75,1,14.65,0.0
2024-04-23 02:15:11,48,125,1.53,2,6.62,2.75
2024-04-17 10:25:20,163,41,5.76,1,17.59,2.75
2024-04-26 05:24:01,196,173,2.05,1,7.21,2.75
2024-04-21 07:27:47,132,260,4.39,1,15.13,0.0
2024-04-17 18:37:46,66,173,3.32,1,13.73,0.0
2024-04-16 18:07:16,83,186,6.45,1,24.88,2.75
2024-04-25 04:01:02,229,241,6.75,1,21.47,2.75
2024-04-28 06:37:12,219,94,0.75,1,3.0,2.75
2024-04-22 05:41:47,225,63,1.72,4,10.17,2.75
2024-04-02 13:04:58,113,221,7.66,1,26.61,2.75
2024-04-14 04:16:25,140,8,2.31,3,10.01,2.75
2024-04-09 09:04:18,185,213,3.03,3,8.94,0.0
2024-04-30 04:05:11,173,209,1.21,3,5.98,2.75
2024-04-01 12:26:56,11,209,3.32,1,13.87,0.0
2024-04-01 01:08:58,159,85,1.58,1,4.41,0.0
2024-04-10 05:21:23,205,207,6.69,2,24.4,0.0
2024-04-29 09:25:59,230,153,1.28,1,7.17,0.0
2024-04-03 13:32:32,26,161,2.06,3,11.13,2.75
2024-04-01 12:09:24,159,116,0.85,1,6.64,2.75
2024-04-26 16:43:02,148,251,3.6,1,8.88,2.75
2024-04-11 15:10:38,83,183,10.46,1,31.88,2.75
2024-04-22 23:12:31,26,164,1.17,1,7.37,0.0
2024-04-20 07:28:51,71,80,0.57,1,3.0,0.0
2024-04-04 15:54:22,37,7,2.42,5,8.2,2.75
2024-04-11 07:10:55,133,87,5.33,2,18.16,2.75
2024-04-17 08:58:38,126,8,13.43,1,41.79,0.0
2024-04-25 23:14:40,115,36,0.68,3,3.0,2.75
2024-04-27 19:24:40,92,251,5.9,1,21.09,2.75
2024-04-10 08:31:41,242,100,2.11,1,8.38,2.75
2024-04-15 20:08:36,200,79,1.08,1,6.23,2.75
2024-04-25 07:56:31,207,221,1.25,1,5.85,2.75
2024-04-02 18:19:13,117,196,9.51,2,26.48,0.0
2024-04-02 07:22:15,219,226,6.3,1,20.1,2.75
2024-04-19 07:48:26,243,87,1.81,3,6.09,2.75
2024-04-16 11:45:06,172,58,10.36,1,33.64,0.0
2024-04-25 21:16:45,76,170,0.89,1,6.5,2.75
2024-04-15 05:42:17,209,97,1.86,2,7.29,2.75
2024-04-21 16:24:00,105,146,4.2,5,16.36,0.0
2024-04-01 23:59:06,26,18,26.58,3,84.99,0.0
2024-04-04 19:27:11,79,184,2.69,1,11.74,2.75
2024-04-05 16:44:01,128,143,6.33,1,25.23,0.0
2024-04-07 11:11:25,137,62,9.16,5,27.63,0.0
2024-04-16 20:23:11,36,163,0.53,1,6.23,0.0
2024-04-02 08:16:54,59,40,1.69,1,6.61,2.75
2024-04-30 21:15:53,230,179,0.87,1,5.74,2.75
2024-04-10 21:02:09,124,235,5.74,1,16.69,0.0
2024-04-21 00:34:45,88,60,3.43,1,16.61,2.75
2024-04-24 10:48:30,141,228,0.85,2,3.61,2.75
2024-04-17 17:57:55,51,239,2.41,1,11.42,2.75
2024-04-05 15:20:26,55,56,3.03,2,15.2,0.0
2024-04-06 01:15:42,150,234,4.69,2,16.49,2.75
2024-04-16 08:14:04,153,84,5.79,2,22.4,2.75
2024-04-05 07:26:37,219,203,0.82,1,3.0,0.0
2024-04-29 11:13:13,219,41,2.84,1,12.8,2.75
2024-04-22 06:00:22,258,17,1.11,1,6.13,2.75
2024-04-18 15:25:14,45,105,5.4,1,18.26,2.75
2024-04-24 20:48:07,160,25,4.25,3,13.99,2.75
2024-04-05 22:31:14,55,93,4.99,1,14.61,2.75
2024-04-12 16:01:49,145,215,0.77,1,5.08,0.0
2024-04-01 22:53:29,235,184,3.0,3,10.67,2.75
2024-04-09 02:07:56,179,217,6.93,1,24.55,2.75
2024-04-24 02:12:21,208,151,4.87,4,17.7,2.75
2024-04-13 05:30:00,136,258,7.43,4,25.45,2.75
2024-04-30 18:36:22,183,119,1.31,1,7.68,2.75
2024-04-15 20:30:40,61,134,1.68,1,5.44,2.75
2024-04-15 03:50:51,63,207,2.54,1,7.14,2.75
2024-04-11 20:13:20,215,263,3.09,5,9.86,0.0
2024-04-23 07:28:36,139,190,1.52,2,6.45,2.75
2024-04-23 05:47:52,134,158,2.18,1,7.13,2.75
2024-04-14 19:15:03,34,76,4.57,1,13.72,0.0
2024-04-14 02:55:54,193,52,4.13,1,11.84,2.75
2024-04-13 02:56:20,87,226,0.91,1,4.9,2.75
2024-04-11 06:32:33,210,94,15.37,1,48.1,2.75
2024-04-19 02:45:16,81,178,3.4,1,12.66,2.75
2024-04-17 17:44:10,190,106,2.81,1,12.5,2.75
2024-04-13 20:56:26,233,76,12.47,1,39.91,2.75
2024-04-20 00:35:07,169,4,1.03,1,6.65,2.75
2024-04-21 07:09:27,251,187,3.25,1,13.49,2.75
2024-04-09 02:06:27,168,20,6.22,1,18.71,2.75
2024-04-27 08:03:39,231,136,2.28,1,13.39,2.75
2024-04-23 02:04:01,150,27,5.17,1,16.32,2.75
2024-04-27 01:44:01,152,136,8.53,1,27.87,2.75
2024-04-04 23:35:26,38,18,1.56,1,5.98,2.75
2024-04-20 10:23:17,105,138,1.47,1,6.66,2.75
2024-04-28 20:11:54,62,232,2.07,1,11.23,0.0
2024-04-11 13:38:01,16,257,2.4,1,11.94,2.75
2024-04-22 07:46:00,150,219,0.91,1,4.3,2.75
2024-04-14 03:56:51,142,132,1.42,1,3.93,2.75
2024-04-20 07:59:17,116,256,7.73,1,29.48,2.75
2024-04-21 04:43:50,65,96,3.43,1,15.68,2.75
2024-04-26 10:51:40,194,15,1.59,1,3.0,2.75
2024-04-18 12:55:31,161,179,10.56,4,34.55,0.0
2024-04-04 09:37:31,39,260,5.71,1,16.8,2.75
2024-04-04 10:46:26,169,88,2.08,1,8.35,2.75
2024-04-25 10:13:33,68,94,5.58,3,19.59,2.75
2024-04-29 12:58:32,7,28,3.67,2,14.6,2.75
2024-04-24 09:53:04,85,185,4.53,2,12.63,2.75
2024-04-10 21:06:45,199,75,1.86,2,11.24,0.0
2024-04-16 12:55:01,132,54,1.32,2,4.46,0.0
2024-04-28 11:09:08,76,47,1.52,2,6.0,2.75
2024-04-16 05:30:23,250,248,0.81,1,5.27,2.75
2024-04-09 22:04:52,209,234,2.73,1,9.58,2.75
2024-04-20 08:46:40,84,118,2.32,1,10.44,0.0
2024-04-05 23:05:45,223,260,0.51,1,4.8,2.75
2024-04-08 09:09:47,253,230,7.29,5,25.43,0.0
2024-04-08 19:10:12,31,241,4.51,2,16.63,0.0
2024-04-16 17:15:26,201,182,2.57,3,7.42,0.0
2024-04-29 00:52:35,52,101,12.44,1,40.75,0.0
2024-04-04 23:47:46,72,248,10.38,1,36.51,0.0
2024-04-09 23:18:27,21,113,0.85,1,3.79,0.0
2024-04-07 05:04:04,16,221,3.84,3,13.91,2.75
2024-04-08 13:13:36,16,148,6.44,1,23.8,2.75
2024-04-12 18:13:23,175,197,1.16,1,7.93,0.0
2024-04-18 18:11:03,78,69,0.98,2,4.0,2.75
2024-04-20 18:19:02,240,24,1.55,1,5.41,2.75
2024-04-22 21:43:48,37,186,1.65,1,7.47,2.75
2024-04-18 01:37:00,232,170,12.23,2,39.82,0.0
2024-04-14 14:20:46,213,32,5.81,1,21.5,2.75
2024-04-24 01:29:29,193,176,0.72,1,3.0,2.75
2024-04-22 09:43:15,60,177,5.9,3,19.73,2.75
2024-04-29 02:39:19,189,144,1.15,3,6.04,0.0
2024-04-12 10:48:56,126,11,2.05,1,5.33,2.75
2024-04-09 21:08:06,203,147,1.84,1,8.43,2.75
2024-04-12 22:05:33,32,195,1.61,2,5.87,2.75
2024-04-12 04:20:20,261,76,1.79,5,9.88,2.75
2024-04-29 08:49:39,94,160,5.41,2,18.06,0.0
2024-04-19 22:08:45,100,100,1.59,1,7.07,0.0
2024-04-24 12:40:16,25,116,6.15,1,18.42,2.75
2024-04-01 17:09:13,117,83,0.83,2,7.54,2.75
2024-04-17 19:34:39,199,63,3.67,1,15.39,2.75
2024-04-18 01:03:28,70,132,7.46,1,24.98,2.75
2024-04-13 09:46:24,79,248,0.79,1,4.37,0.0
2024-04-02 10:28:36,14,131,4.03,1,16.37,0.0
2024-04-12 20:06:20,29,158,3.01,2,12.92,2.75
2024-04-08 14:04:56,144,216,1.91,1,6.73,2.75
2024-04-25 11:22:45,10,34,0.87,5,3.48,2.75
2024-04-11 01:55:46,47,15,4.45,1,14.07,2.75
2024-04-13 18:55:34,260,115,1.8,1,7.74,2.75
2024-04-26 00:55:49,12,57,1.95,1,7.59,0.0
2024-04-06 17:13:12,226,142,4.93,1,19.64,2.75
2024-04-21 19:05:25,260,207,10.67,1,36.69,2.75
2024-04-27 20:37:24,84,140,1.92,1,8.02,2.75
2024-04-10 02:17:13,6,107,5.31,3,19.71,0.0
2024-04-30 04:53:42,247,78,11.48,4,38.92,0.0
2024-04-01 21:10:40,35,2,0.86,1,9.69,0.0
2024-04-03 17:26:35,175,35,3.14,1,13.48,2.75
2024-04-19 04:28:06,65,218,0.54,1,5.37,0.0
2024-04-16 08:37:22,147,67,6.6,1,17.54,2.75
2024-04-23 13:07:41,57,69,1.68,1,9.75,0.0
2024-04-28 15:00:14,193,224,1.92,1,8.5,0.0
2024-04-10 16:52:37,13,203,4.57,1,14.8,2.75
2024-04-03 05:02:00,18,81,5.95,1,18.78,0.0
2024-04-11 09:32:12,246,66,2.29,2,10.13,0.0
2024-04-11 04:24:14,163,261,4.33,1,12.73,0.0
2024-04-27 23:00:28,114,6,11.46,2,34.79,2.75
2024-04-13 09:42:55,233,132,8.13,1,28.45,2.75
2024-04-30 08:09:17,166,68,4.73,1,18.82,2.75
2024-04-02 21:19:47,26,126,10.53,2,37.04,2.75
2024-04-06 06:25:50,126,171,7.8,1,23.7,2.75
2024-04-06 21:32:31,139,29,5.07,2,16.26,0.0
2024-04-19 02:01:58,101,176,9.22,1,30.52,2.75
2024-04-13 04:48:16,11,105,6.45,1,23.83,2.75
2024-04-20 11:24:38,216,45,2.94,2,12.19,0.0
2024-04-02 22:32:07,30,101,2.94,1,11.74,2.75
2024-04-19 09:03:39,94,226,0.53,2,3.0,2.75
2024-04-15 03:54:57,116,104,0.61,2,3.0,2.75
2024-04-12 10:23:17,39,262,5.3,1,15.4,0.0
2024-04-18 14:19:33,24,253,3.33,1,11.75,2.75
2024-04-28 04:01:36,43,165,5.51,2,17.62,2.75
2024-04-26 00:34:37,170,212,10.96,3,34.19,2.75
2024-04-29 13:08:32,169,144,2.61,1,10.59,2.75
2024-04-07 21:09:17,26,236,0.82,1,5.9,2.75
2024-04-12 11:02:01,180,22,3.95,1,13.18,2.75
2024-04-17 04:49:17,150,69,0.87,1,5.76,2.75
2024-04-20 23:10:49,133,69,3.9,2,15.26,2.75
2024-04-06 14:17:22,143,246,3.13,1,10.85,2.75
2024-04-13 11:25:21,164,63,4.86,1,15.94,2.75
2024-04-17 10:40:27,101,237,2.01,2,8.7,0.0
2024-04-23 15:34:34,63,19,1.04,4,3.65,2.75
2024-04-12 16:31:09,93,231,1.44,1,12.07,0.0
2024-04-06 17:10:14,207,229,4.53,1,16.69,2.75
2024-04-29 02:34:22,72,127,2.78,3,8.61,2.75
2024-04-21 06:36:37,60,146,3.22,4,13.05,2.75
2024-04-02 03:03:26,29,114,1.87,1,7.18,2.75
2024-04-19 05:51:57,19,243,6.84,1,24.92,2.75
2024-04-05 10:49:43,73,145,26.8,1,83.51,2.75
2024-04-12 19:43:56,246,41,1.81,1,8.79,2.75
2024-04-12 14:27:09,87,161,4.94,1,11.9,2.75
2024-04-19 14:59:44,183,77,1.16,2,6.54,0.0
2024-04-14 07:12:02,197,168,5.25,1,21.39,2.75
2024-04-07 23:54:49,244,110,2.47,1,13.03,2.75
2024-04-27 22:47:56,118,195,3.75,1,17.96,2.75
2024-04-06 14:31:13,82,228,1.45,1,9.65,2.75
2024-04-21 01:39:45,247,167,7.18,2,23.96,2.75
2024-04-21 08:53:09,234,21,1.17,1,7.89,2.75
2024-04-11 15:23:44,153,165,9.74,1,31.65,0.0
2024-04-28 19:33:53,35,130,0.72,1,5.85,0.0
2024-04-14 19:04:15,213,262,1.69,3,9.48,0.0
2024-04-08 23:12:12,211,52,3.4,3,12.87,2.75
2024-04-17 19:29:51,139,261,7.34,1,26.4,0.0
2024-04-09 09:47:28,189,175,3.51,1,11.93,2.75
2024-04-30 03:48:04,252,96,1.35,2,7.92,2.75
2024-04-01 19:34:23,150,40,7.36,1,25.01,2.75
2024-04-26 08:30:52,219,209,3.67,1,12.53,2.75
2024-04-15 12:59:08,82,142,1.43,1,8.72,0.0
2024-04-14 02:46:23,190,258,3.39,2,9.83,2.75
2024-04-29 03:16:32,234,167,4.44,1,15.27,2.75
2024-04-10 19:32:22,176,191,4.49,1,15.99,0.0
2024-04-02 09:21:16,232,119,5.01,1,20.47,0.0
2024-04-13 19:34:28,63,146,8.41,4,27.49,2.75
2024-04-08 13:58:49,237,129,6.6,3,22.07,2.75
2024-04-09 07:11:44,33,145,3.78,3,16.05,0.0
2024-04-10 06:50:42,213,54,0.61,4,4.57,2.75
2024-04-11 16:17:10,60,122,5.35,2,16.98,0.0
2024-04-27 03:17:13,2,124,13.41,1,47.55,2.75
2024-04-14 10:18:14,57,167,1.78,1,9.68,2.75
2024-04-17 05:20:52,138,143,3.77,1,13.17,2.75
2024-04-07 01:41:20,214,22,5.62,1,19.1,2.75
2024-04-28 03:18:08,239,115,4.07,1,12.45,0.0
2024-04-01 10:06:53,31,168,9.45,2,31.37,2.75
2024-04-20 15:06:34,206,250,2.74,2,12.59,0.0
2024-04-07 12:47:10,11,255,3.16,2,8.38,2.75
2024-04-25 16:40:20,47,58,0.64,1,4.84,2.75
2024-04-11 23:23:22,3,5,8.57,1,25.33,2.75
2024-04-08 17:00:15,130,111,1.56,1,6.54,0.0
2024-04-18 00:51:07,72,249,13.93,1,44.61,2.75
2024-04-11 14:18:00,159,95,1.29,1,6.75,2.75
2024-04-01 11:40:56,130,185,1.52,1,11.83,2.75
2024-04-25 20:56:23,22,229,2.82,1,11.54,0.0
2024-04-09 22:59:12,135,262,4.28,1,14.21,2.75
2024-04-11 12:19:40,20,119,2.53,3,8.2,2.75
2024-04-05 22:28:08,220,234,2.02,1,7.44,0.0
2024-04-08 07:40:05,130,202,3.22,3,12.91,2.75
2024-04-28 11:26:07,32,262,11.62,1,33.84,2.75
2024-04-16 11:36:08,90,53,11.94,2,35.9,0.0
2024-04-22 12:56:11,259,161,1.89,3,8.76,0.0
2024-04-18 12:35:01,249,244,4.49,1,15.6,0.0
2024-04-27 23:19:04,173,94,4.98,1,18.38,2.75
2024-04-17 06:35:50,47,40,4.21,1,13.52,2.75
2024-04-07 01:50:05,197,92,0.92,1,4.07,0.0
2024-04-15 05:30:58,34,38,3.21,2,14.28,2.75
2024-04-24 22:50:41,254,243,5.54,1,20.43,2.75
2024-04-14 12:14:32,248,136,1.28,1,3.3,0.0
2024-04-25 07:55:46,42,64,2.0,1,5.0,2.75
2024-04-26 01:47:32,123,201,1.3,1,4.33,2.75
2024-04-28 19:34:05,27,262,8.13,1,25.71,2.75
2024-04-07 12:01:33,59,175,7.34,1,26.4,0.0
2024-04-16 13:46:32,147,177,1.15,1,3.46,2.75
2024-04-21 05:22:58,115,85,5.5,1,20.47,0.0
2024-04-18 06:52:31,199,160,2.08,4,7.99,2.75
2024-04-29 04:53:51,128,182,4.56,1,15.9,2.75
2024-04-20 18:01:57,153,36,2.88,1,10.26,0.0
2024-04-05 02:37:34,83,99,2.74,3,11.39,2.75
2024-04-15 12:48:35,23,226,7.96,1,28.36,2.75
2024-04-14 12:04:30,11,37,4.05,1,13.21,2.75
2024-04-08 21:04:27,187,186,1.44,1,9.03,2.75
2024-04-14 00:37:04,116,49,0.91,1,6.92,2.75
2024-04-15 01:56:33,162,94,9.98,1,31.87,2.75
2024-04-24 07:26:57,103,226,1.08,1,4.44,2.75
2024-04-06 03:36:12,243,5,5.14,1,20.72,2.75
2024-04-06 03:01:39,7,174,2.9,1,10.65,2.75
2024-04-06 13:40:15,172,183,1.03,1,5.19,0.0
2024-04-09 02:37:16,256,73,5.75,1,20.59,2.75
2024-04-24 03:24:42,247,145,8.72,1,30.2,2.75
2024-04-05 20:42:42,192,152,0.95,3,8.04,2.75
2024-04-20 03:02:42,114,56,0.74,1,5.77,2.75
2024-04-24 00:20:15,23,183,7.14,1,24.21,2.75
2024-04-01 12:31:35,136,122,2.93,1,11.76,0.0
2024-04-18 14:42:02,195,244,4.43,1,13.31,2.75
2024-04-29 19:27:50,258,204,2.54,1,9.51,0.0
2024-04-22 13:16:45,70,79,2.36,2,7.62,2.75
2024-04-23 17:10:27,36,16,1.75,1,9.4,2.75
2024-04-19 11:01:14,108,126,3.4,1,11.4,2.75
2024-04-17 23:11:55,24,87,1.11,1,8.11,2.75
2024-04-05 01:14:27,140,43,4.92,1,16.3,2.75
2024-04-20 18:07:06,22,79,3.29,1,11.03,0.0
2024-04-24 20:03:05,204,228,7.08,1,22.26,2.75
2024-04-17 16:20:46,224,125,9.38,1,27.79,0.0
2024-04-29 16:57:03,223,106,8.58,1,26.57,2.75
2024-04-28 09:35:22,81,230,3.72,2,12.18,2.75
2024-04-16 22:07:25,191,134,1.84,1,9.99,2.75
2024-04-16 13:26:25,147,81,2.05,1,8.07,0.0
2024-04-28 09:56:13,11,109,4.2,1,14.72,2.75
2024-04-27 06:41:03,56,175,4.86,1,16.27,2.75
2024-04-30 09:00:32,173,164,1.12,1,7.93,2.75
2024-04-10 15:47:20,204,125,22.16,1,69.32,2.75
2024-04-22 09:48:11,248,23,0.9,1,3.36,2.75
2024-04-08 14:13:50,22,62,3.77,1,11.19,2.75
2024-04-18 07:56:44,24,212,3.15,1,10.91,0.0
2024-04-09 02:24:55,194,252,3.63,2,15.81,2.75
2024-04-29 05:10:38,96,96,3.17,1,11.71,2.75
2024-04-03 20:05:44,263,209,0.71,2,6.96,2.75
2024-04-15 09:39:20,72,57,19.76,1,65.22,2.75
2024-04-09 23:41:45,243,234,14.42,1,49.66,2.75
2024-04-29 02:31:11,38,65,3.1,1,11.16,2.75
2024-04-30 12:12:45,89,17,1.32,1,4.77,2.75
2024-04-14 07:22:14,28,135,1.21,1,7.69,0.0
2024-04-22 08:56:25,92,130,0.71,1,3.0,2.75
2024-04-13 21:02:28,54,37,3.81,2,13.96,0.0
2024-04-11 11:47:30,159,250,2.78,1,9.05,2.75
2024-04-18 17:26:23,228,57,2.38,1,8.79,2.75
2024-04-18 03:53:15,41,10,3.11,2,11.63,2.75
2024-04-04 06:22:20,37,81,7.72,2,24.73,2.75
2024-04-19 14:53:15,125,90,0.76,4,6.26,2.75
2024-04-15 01:35:58,179,120,3.25,1,12.73,2.75
2024-04-07 11:16:21,37,102,4.73,1,14.74,2.75
2024-04-24 15:35:21,101,27,12.85,1,39.28,0.0
2024-04-02 06:15:44,31,261,5.21,1,16.83,2.75
2024-04-21 19:18:39,190,61,3.28,2,14.93,2.75
2024-04-24 15:25:54,146,136,5.6,1,20.76,0.0
2024-04-28 03:18:44,90,97,20.9,2,61.22,2.75
2024-04-23 16:04:51,6,149,8.19,1,27.67,2.75
2024-04-03 06:44:57,139,227,0.83,1,10.02,2.75
2024-04-28 14:36:05,95,228,3.49,1,13.6,2.75
2024-04-23 14:35:41,119,249,5.9,1,20.04,0.0
2024-04-12 06:28:57,120,258,4.4,1,14.43,2.75
2024-04-14 02:49:47,123,220,2.39,1,7.68,0.0
2024-04-15 08:04:57,179,236,1.86,3,8.61,2.75
2024-04-29 16:08:44,7,20,3.95,1,10.32,0.0
2024-04-22 14:50:29,127,138,2.36,1,8.23,0.0
2024-04-24 08:30:07,77,189,2.24,1,9.16,2.75
2024-04-06 06:09:11,234,105,6.84,1,25.23,0.0
2024-04-18 09:51:54,74,98,1.83,1,4.94,0.0
2024-04-15 09:36:39,120,153,4.12,1,13.98,2.75
2024-04-09 01:12:12,35,218,7.73,3,26.94,0.0
2024-04-04 10:11:06,207,21,3.9,3,13.81,2.75
2024-04-10 05:24:17,93,202,2.88,1,13.73,0.0
2024-04-03 07:03:57,177,160,0.63,1,5.48,2.75
2024-04-24 15:23:09,179,64,4.51,1,14.41,0.0
2024-04-12 02:53:31,129,84,21.51,1,67.08,0.0
2024-04-21 21:31:58,125,73,6.28,2,19.72,0.0
2024-04-16 10:09:19,27,60,4.02,1,14.4,2.75
2024-04-25 20:17:54,64,147,2.72,2,11.01,0.0
2024-04-27 22:29:45,60,47,1.39,3,8.01,2.75
2024-04-29 21:07:34,219,223,4.62,1,16.78,2.75
2024-04-17 10:59:29,217,158,1.18,1,3.68,2.75
2024-04-25 08:37:17,169,47,8.13,1,22.96,2.75
2024-04-18 01:14:07,149,210,2.03,1,9.63,2.75
2024-04-22 00:25:20,116,21,2.29,2,5.16,0.0
2024-04-23 22:47:27,245,231,1.35,1,6.88,2.75
2024-04-26 13:50:53,148,105,2.8,1,9.01,2.75
2024-04-03 09:35:52,92,126,4.49,3,15.9,0.0
2024-04-20 09:25:02,85,68,1.76,1,7.45,2.75
2024-04-03 03:15:14,87,26,4.74,1,17.3,0.0
2024-04-30 10:10:45,120,161,3.89,1,14.15,2.75
2024-04-10 05:50:58,24,108,2.13,1,10.21,2.75
2024-04-22 11:59:56,89,84,1.81,1,8.4,0.0
2024-04-15 13:37:04,37,41,7.41,4,26.92,0.0
2024-04-21 02:07:25,12,200,0.54,1,3.09,2.75
2024-04-25 16:49:31,95,36,4.9,4,15.0,2.75
2024-04-12 03:20:52,31,234,2.39,1,10.16,2.75
2024-04-16 03:54:33,233,242,4.93,1,17.07,2.75
2024-04-07 19:43:41,35,20,2.98,1,12.15,2.75
2024-04-21 11:46:34,21,152,0.81,2,4.77,2.75
2024-04-29 16:01:39,111,171,14.57,1,48.23,2.75
2024-04-27 02:35:50,145,216,0.81,1,5.84,2.75
2024-04-22 01:00:36,12,232,1.1,1,3.34,2.75
2024-04-25 04:32:14,244,16,2.41,3,8.89,2.75
2024-04-18 20:08:46,146,165,10.63,1,34.68,2.75
2024-04-30 02:26:39,239,179,1.71,2,6.79,0.0
2024-04-06 10:12:38,92,258,3.44,2,11.56,0.0
2024-04-12 01:20:05,115,76,3.08,1,14.27,2.75
2024-04-29 14:38:15,15,105,1.9,1,9.68,2.75
2024-04-25 13:44:51,22,87,4.67,1,15.01,2.75
2024-04-12 04:30:49,118,14,2.94,1,13.09,0.0
2024-04-10 02:30:35,95,247,3.52,1,14.63,2.75
2024-04-11 19:27:28,257,241,1.33,1,7.65,2.75
2024-04-22 13:47:51,262,9,9.64,1,28.35,2.75
2024-04-07 02:40:36,87,24,0.91,1,5.53,2.75
2024-04-17 12:39:49,58,112,4.6,2,14.32,2.75
2024-04-24 12:38:29,230,217,8.1,3,26.39,0.0
2024-04-11 00:53:16,108,228,0.81,1,7.18,2.75
2024-04-14 21:28:52,19,32,0.6,1,3.5,0.0
2024-04-12 13:31:14,141,170,1.92,1,7.94,2.75
2024-04-06 09:01:02,160,231,5.96,4,17.55,0.0
2024-04-08 19:23:39,100,70,4.92,1,17.53,2.75
2024-04-29 07:09:35,238,111,6.54,1,24.92,2.75
2024-04-14 14:53:12,238,89,2.27,1,13.46,2.75
2024-04-23 18:43:03,49,2,18.27,1,59.14,2.75
2024-04-22 00:30:50,165,56,2.1,3,7.95,2.75
2024-04-27 07:19:19,59,158,6.23,1,22.13,2.75
2024-04-05 17:41:59,183,32,2.01,3,7.59,0.0
2024-04-29 08:21:48,147,190,1.36,2,6.9,2.75
2024-04-04 04:15:35,96,210,1.94,1,9.36,2.75
2024-04-11 22:53:25,43,22,1.25,1,3.49,2.75
2024-04-29 16:53:37,257,14,0.98,1,6.97,0.0
2024-04-08 04:43:45,213,206,2.08,1,9.59,2.75
2024-04-11 14:51:12,189,34,1.06,1,4.19,2.75
2024-04-27 08:56:21,131,56,2.94,3,7.33,2.75
2024-04-24 04:48:37,137,240,0.63,1,4.8,2.75
2024-04-10 12:18:55,30,63,2.48,2,11.34,2.75
2024-04-24 20:52:42,146,80,11.6,1,36.64,0.0
2024-04-24 05:35:38,105,40,2.06,1,8.03,2.75
2024-04-07 19:29:34,191,256,1.02,1,6.68,2.75
2024-04-29 04:08:58,178,110,1.77,1,6.53,2.75
2024-04-02 05:08:47,239,48,5.98,1,21.81,0.0
2024-04-22 09:51:56,1,232,1.82,1,7.41,2.75
2024-04-30 21:29:45,110,82,2.19,1,9.53,2.75
2024-04-28 17:42:04,234,174,5.94,1,20.99,0.0
2024-04-01 06:29:46,64,113,1.56,2,10.3,2.75
2024-04-15 04:40:02,244,40,2.78,4,11.39,2.75
2024-04-16 11:57:02,53,30,0.73,1,3.0,2.75
2024-04-16 20:58:55,262,255,1.17,1,4.95,0.0
2024-04-03 22:02:36,17,240,1.32,5,5.39,0.0
2024-04-10 20:02:56,234,183,2.68,1,11.57,2.75
2024-04-12 00:45:22,73,184,6.52,2,21.94,2.75
2024-04-06 10:24:10,91,42,2.03,2,8.57,0.0
2024-04-04 17:47:38,6,127,2.18,1,11.42,2.75
2024-04-28 03:37:56,198,82,1.75,2,9.51,2.75
2024-04-27 14:25:54,196,233,1.85,1,7.48,2.75
2024-04-02 07:49:49,137,192,2.31,2,12.88,0.0
2024-04-14 19:39:42,116,1,8.54,1,32.63,2.75
2024-04-08 03:56:43,43,207,0.59,2,3.0,0.0
2024-04-03 05:50:39,231,197,3.93,2,13.22,0.0
2024-04-29 11:27:30,58,17,8.15,1,24.79,2.75
2024-04-06 20:40:53,206,169,2.39,1,12.49,0.0
2024-04-28 06:03:10,94,186,4.18,1,13.33,2.75
2024-04-30 05:07:35,36,122,3.58,2,12.24,0.0
2024-04-06 03:51:12,230,224,1.95,1,13.14,2.75
2024-04-30 00:35:43,227,127,1.02,1,7.47,2.75
2024-04-19 00:10:11,183,166,1.37,1,6.08,2.75
2024-04-11 05:14:54,262,122,0.71,1,4.57,2.75
2024-04-20 04:00:42,131,220,5.56,5,15.64,0.0
2024-04-24 00:47:53,65,148,3.16,3,11.85,0.0
2024-04-30 08:37:35,186,247,5.89,1,20.63,2.75
2024-04-09 17:18:12,117,188,1.7,1,5.45,0.0
2024-04-02 02:46:33,186,11,6.22,5,21.61,0.0
2024-04-23 02:38:52,151,45,1.79,1,11.97,0.0
2024-04-29 22:02:58,151,124,0.95,1,8.29,2.75
2024-04-18 02:34:41,36,247,3.17,1,15.17,0.0
2024-04-19 04:21:29,95,159,10.67,2,33.92,2.75
2024-04-28 18:25:46,134,78,2.37,1,8.83,2.75
2024-04-18 21:18:11,162,151,3.04,1,12.79,2.75
2024-04-08 09:13:19,44,151,2.6,1,9.23,2.75
2024-04-09 13:25:38,240,124,2.64,1,11.84,2.75
2024-04-13 06:21:10,52,228,1.34,1,8.47,2.75
2024-04-23 06:09:27,74,217,2.42,1,14.14,2.75
2024-04-12 00:08:42,238,147,2.9,2,8.57,2.75
2024-04-22 07:19:09,167,218,5.28,3,20.45,2.75
2024-04-20 11:54:09,140,96,1.03,1,4.63,2.75
