datetime,city,season,weather_situation,temp,atemp,humidity,windspeed,casual,registered,cnt
2024-03-08 20:00:00,chennai,1,2,29.08,32.39,64.59,28.77,5,39,44
2024-03-08 21:00:00,chennai,1,2,28.99,31.07,75.37,15.55,4,18,22
2024-03-08 22:00:00,chennai,1,1,27.58,26.59,77.36,15.39,4,15,19
2024-03-08 23:00:00,chennai,1,2,25.16,27.87,74.55,22.59,3,28,31
2024-03-09 00:00:00,chennai,1,1,24.76,27.35,77.97,36.7,10,21,31
2024-03-09 01:00:00,chennai,1,1,26.37,27.51,89.24,11.1,12,24,36
2024-03-09 02:00:00,chennai,1,1,24.6,26.82,81.37,18.32,12,23,35
2024-03-09 03:00:00,chennai,1,1,24.65,25.29,92.02,10.89,17,32,49
2024-03-09 04:00:00,chennai,1,2,24.39,25.42,71.96,13.05,17,25,42
2024-03-09 05:00:00,chennai,1,1,26.68,29.68,76.46,10.53,16,29,45
2024-03-09 06:00:00,chennai,1,1,29.48,30.7,69.26,14.88,19,34,53
2024-03-09 07:00:00,chennai,1,1,26.68,26.31,68.54,13.16,28,61,89
2024-03-09 08:00:00,chennai,1,1,29.03,30.47,67.86,14.95,49,89,138
2024-03-09 09:00:00,chennai,1,1,31.73,33.15,70.99,15.67,46,85,131
2024-03-09 10:00:00,chennai,1,1,30.9,33.6,68.33,14.83,37,75,112
2024-03-09 11:00:00,chennai,1,3,32.37,33.89,61.53,11.74,13,33,46
2024-03-09 12:00:00,chennai,1,3,31.19,32.27,52.2,19.07,23,33,56
2024-03-09 13:00:00,chennai,1,2,33.38,35.92,69.73,14.01,48,61,109
2024-03-09 14:00:00,chennai,1,2,32.78,34.4,60.57,13.37,37,66,103
2024-03-09 15:00:00,chennai,1,2,34.05,34.8,56.76,31.74,45,62,107
2024-03-09 16:00:00,chennai,1,1,33.89,36.54,64.71,11.67,41,73,114
2024-03-09 17:00:00,chennai,1,3,34.94,36.63,65.95,13.75,22,55,77
2024-03-09 18:00:00,chennai,1,1,31.7,33.2,65.39,15.73,50,88,138
2024-03-09 19:00:00,chennai,1,2,30.43,32.1,70.15,10.67,27,55,82
2024-03-09 20:00:00,chennai,1,1,29.23,29.66,66.22,12.19,13,23,36
2024-03-09 21:00:00,chennai,1,1,27.54,28.51,78.39,18.09,11,15,26
2024-03-09 22:00:00,chennai,1,2,27.41,28.91,72.02,11.35,7,14,21
2024-03-09 23:00:00,chennai,1,1,25.82,27.12,76.04,13.4,12,21,33
2024-03-10 00:00:00,chennai,1,2,25.74,28.51,83.9,14.98,10,16,26
2024-03-10 01:00:00,chennai,1,2,26.72,28.43,87.68,15.56,13,18,31
2024-03-10 02:00:00,chennai,1,3,23.79,26.15,89.93,16.52,8,13,21
2024-03-10 03:00:00,chennai,1,3,26.5,28.01,86.94,20.05,11,25,36
2024-03-10 04:00:00,chennai,1,1,27.12,29.67,79.04,12.49,14,33,47
2024-03-10 05:00:00,chennai,1,1,26.03,27.93,71.37,16.13,19,31,50
2024-03-10 06:00:00,chennai,1,1,24.45,25.97,84.03,16.59,18,35,53
2024-03-10 07:00:00,chennai,1,1,27.24,28.72,81.44,11.79,23,55,78
2024-03-10 08:00:00,chennai,1,1,30.56,31.1,68.64,27.23,55,80,135
2024-03-10 09:00:00,chennai,1,1,30.01,32.01,74.02,20.02,43,88,131
2024-03-10 10:00:00,chennai,1,1,29.8,31.26,65.34,11.71,39,52,91
2024-03-10 11:00:00,chennai,1,1,31.22,32.22,72.44,15.62,25,52,77
2024-03-10 12:00:00,chennai,1,2,33.47,36.08,60.77,16.33,28,62,90
2024-03-10 13:00:00,chennai,1,2,33.52,33.77,72.23,12.82,30,57,87
2024-03-10 14:00:00,chennai,1,2,32.71,33.79,65.93,19.97,36,58,94
2024-03-10 15:00:00,chennai,1,1,32.42,34.95,71.33,15.86,40,71,111
2024-03-10 16:00:00,chennai,1,1,31.99,33.81,61.02,15.37,64,79,143
2024-03-10 17:00:00,chennai,1,1,30.72,32.17,66.95,11.25,53,95,148
2024-03-10 18:00:00,chennai,1,1,32.94,34.69,62.15,12.62,43,83,126
2024-03-10 19:00:00,chennai,1,1,29.65,31.33,73.63,12.85,31,42,73
2024-03-10 20:00:00,chennai,1,2,30.46,30.44,76.5,16.61,13,20,33
2024-03-10 21:00:00,chennai,1,3,29.79,30.94,86.57,14.82,4,9,13
2024-03-10 22:00:00,chennai,1,1,28.2,31.31,79.41,10.45,9,17,26
2024-03-10 23:00:00,chennai,1,2,25.65,26.49,82.69,11.84,12,22,34
2024-03-11 00:00:00,chennai,1,2,26.02,27.2,78.31,13.2,5,29,34
2024-03-11 01:00:00,chennai,1,1,25.11,26.07,84.37,16.67,7,34,41
2024-03-11 02:00:00,chennai,1,1,23.92,25.33,80.1,16.8,3,35,38
2024-03-11 03:00:00,chennai,1,1,25.53,26.44,82.24,13.37,6,39,45
2024-03-11 04:00:00,chennai,1,1,24.12,26.11,81.53,10.62,8,40,48
2024-03-11 05:00:00,chennai,1,2,27.6,29.29,77.31,11.73,6,41,47
2024-03-11 06:00:00,chennai,1,2,26.44,28.72,77.31,11.47,6,47,53
2024-03-11 07:00:00,chennai,1,1,28.21,28.66,72.71,17.59,19,111,130
2024-03-11 08:00:00,chennai,1,2,29.34,30.5,70.1,10.99,29,197,226
2024-03-11 09:00:00,chennai,1,1,29.72,31.0,74.8,13.13,20,217,237
2024-03-11 10:00:00,chennai,1,1,31.7,33.66,67.88,15.55,11,116,127
2024-03-11 11:00:00,chennai,1,1,31.26,31.97,66.66,26.73,10,46,56
2024-03-11 12:00:00,chennai,1,1,33.51,35.93,56.05,45.91,6,32,38
2024-03-11 13:00:00,chennai,1,3,31.25,33.93,64.46,25.28,4,19,23
2024-03-11 14:00:00,chennai,1,1,33.15,33.66,64.65,16.33,3,18,21
2024-03-11 15:00:00,chennai,1,1,35.19,36.2,60.35,16.86,4,45,49
2024-03-11 16:00:00,chennai,1,1,31.26,32.23,73.76,17.12,15,122,137
2024-03-11 17:00:00,chennai,1,2,31.02,35.15,53.48,19.92,29,187,216
2024-03-11 18:00:00,chennai,1,2,31.62,32.69,70.92,25.16,36,174,210
2024-03-11 19:00:00,chennai,1,2,30.25,33.43,72.98,12.95,8,112,120
2024-03-11 20:00:00,chennai,1,1,29.42,29.65,74.71,12.69,2,44,46
2024-03-11 21:00:00,chennai,1,1,28.55,29.06,75.47,13.09,5,16,21
2024-03-11 22:00:00,chennai,1,1,27.76,28.58,79.75,15.39,5,23,28
2024-03-11 23:00:00,chennai,1,1,27.5,28.16,83.41,17.47,3,25,28
2024-03-12 00:00:00,chennai,1,1,26.03,27.26,77.03,20.22,4,27,31
2024-03-12 01:00:00,chennai,1,1,24.85,25.64,83.16,13.05,4,25,29
2024-03-12 02:00:00,chennai,1,1,25.81,26.49,81.08,12.26,7,33,40
2024-03-12 03:00:00,chennai,1,1,27.42,30.07,76.19,30.48,5,35,40
2024-03-12 04:00:00,chennai,1,1,25.38,28.1,84.25,11.32,5,48,53
2024-03-12 05:00:00,chennai,1,2,25.0,27.45,76.25,11.26,8,36,44
2024-03-12 06:00:00,chennai,1,1,28.33,30.35,69.51,16.28,14,44,58
2024-03-12 07:00:00,chennai,1,1,27.82,29.41,71.89,10.99,23,109,132
2024-03-12 08:00:00,chennai,1,3,26.39,27.4,68.01,12.55,19,104,123
2024-03-12 09:00:00,chennai,1,2,31.05,31.6,74.55,11.73,32,197,229
2024-03-12 10:00:00,chennai,1,1,30.36,32.22,67.77,10.92,13,101,114
2024-03-12 11:00:00,chennai,1,1,31.72,32.05,71.84,14.33,6,43,49
2024-03-12 12:00:00,chennai,1,1,32.86,33.37,60.01,12.34,5,22,27
2024-03-12 13:00:00,chennai,1,1,33.09,35.75,66.71,13.1,5,20,25
2024-03-12 14:00:00,chennai,1,1,33.85,37.25,76.2,11.09,6,23,29
2024-03-12 15:00:00,chennai,1,1,32.34,34.23,64.12,17.3,10,51,61
2024-03-12 16:00:00,chennai,1,1,33.08,35.69,67.65,11.89,22,115,137
2024-03-12 17:00:00,chennai,1,1,31.52,32.77,68.4,12.1,37,207,244
2024-03-12 18:00:00,chennai,1,1,31.89,32.05,59.89,11.45,46,213,259
2024-03-12 19:00:00,chennai,1,1,30.77,32.89,72.34,12.85,22,123,145
2024-03-12 20:00:00,chennai,1,3,27.88,29.95,73.53,13.11,5,26,31
2024-03-12 21:00:00,chennai,1,1,29.27,30.84,73.29,13.77,3,23,26
2024-03-12 22:00:00,chennai,1,2,26.36,27.61,72.58,27.14,3,21,24
2024-03-12 23:00:00,chennai,1,1,27.14,29.6,82.54,21.75,3,26,29
2024-03-13 00:00:00,chennai,1,1,25.98,26.49,75.8,14.7,5,25,30
2024-03-13 01:00:00,chennai,1,1,27.34,28.07,92.33,10.2,6,39,45
2024-03-13 02:00:00,chennai,1,1,24.73,25.22,82.57,14.74,13,32,45
2024-03-13 03:00:00,chennai,1,2,24.72,26.3,75.54,10.47,7,36,43
2024-03-13 04:00:00,chennai,1,2,25.51,25.92,78.09,16.2,13,42,55
2024-03-13 05:00:00,chennai,1,3,25.81,26.62,77.68,12.47,7,25,32
2024-03-13 06:00:00,chennai,1,1,27.96,28.75,89.06,19.09,13,61,74
2024-03-13 07:00:00,chennai,1,2,26.03,27.26,70.17,24.28,21,122,143
2024-03-13 08:00:00,chennai,1,1,27.74,27.75,71.42,12.7,27,226,253
2024-03-13 09:00:00,chennai,1,1,28.75,30.34,66.72,13.09,30,218,248
2024-03-13 10:00:00,chennai,1,1,32.14,34.89,69.5,14.46,24,102,126
2024-03-13 11:00:00,chennai,1,1,33.88,35.52,62.32,11.1,9,48,57
2024-03-13 12:00:00,chennai,1,1,32.34,35.38,57.64,23.11,4,27,31
2024-03-13 13:00:00,chennai,1,2,32.66,35.5,61.36,12.84,4,28,32
2024-03-13 14:00:00,chennai,1,1,33.08,35.36,60.5,10.91,5,24,29
2024-03-13 15:00:00,chennai,1,1,34.26,35.83,59.38,17.19,8,43,51
2024-03-13 16:00:00,chennai,1,1,31.35,32.87,60.65,11.24,17,108,125
2024-03-13 17:00:00,chennai,1,1,32.11,34.38,70.85,10.77,38,217,255
2024-03-13 18:00:00,chennai,1,2,32.17,33.28,65.4,14.14,11,208,219
2024-03-13 19:00:00,chennai,1,2,30.64,30.25,63.74,15.57,18,100,118
2024-03-13 20:00:00,chennai,1,1,29.23,31.22,69.69,14.21,4,38,42
2024-03-13 21:00:00,chennai,1,1,29.17,29.53,74.86,15.34,5,23,28
2024-03-13 22:00:00,chennai,1,2,23.76,24.29,70.32,10.61,4,21,25
2024-03-13 23:00:00,chennai,1,1,26.99,28.49,87.2,13.23,4,20,24
2024-03-14 00:00:00,chennai,1,1,24.75,26.16,85.0,12.21,5,24,29
2024-03-14 01:00:00,chennai,1,1,22.94,23.03,88.81,28.13,9,28,37
2024-03-14 02:00:00,chennai,1,1,25.61,27.28,83.96,10.25,2,42,44
2024-03-14 03:00:00,chennai,1,2,26.78,29.25,71.19,11.77,5,30,35
2024-03-14 04:00:00,chennai,1,2,25.37,25.74,88.34,24.22,3,48,51
2024-03-14 05:00:00,chennai,1,1,27.32,30.09,74.75,30.52,10,49,59
2024-03-14 06:00:00,chennai,1,1,28.93,28.87,73.09,18.71,10,59,69
2024-03-14 07:00:00,chennai,1,1,29.54,33.16,75.37,10.4,17,118,135
2024-03-14 08:00:00,chennai,1,1,30.97,32.06,78.89,14.12,40,207,247
2024-03-14 09:00:00,chennai,1,1,30.93,32.57,74.68,12.56,23,213,236
2024-03-14 10:00:00,chennai,1,1,31.09,30.7,71.53,18.21,33,102,135
2024-03-14 11:00:00,chennai,1,2,29.91,31.34,63.37,10.28,6,41,47
2024-03-14 12:00:00,chennai,1,1,32.17,33.9,61.7,11.1,6,31,37
2024-03-14 13:00:00,chennai,1,2,31.85,33.27,64.07,13.36,3,20,23
2024-03-14 14:00:00,chennai,1,1,35.61,36.54,61.35,10.86,6,24,30
2024-03-14 15:00:00,chennai,1,1,32.65,33.21,66.79,15.9,5,55,60
2024-03-14 16:00:00,chennai,1,1,32.61,35.24,67.49,18.6,25,103,128
2024-03-14 17:00:00,chennai,1,1,32.49,34.02,67.89,16.1,33,234,267
2024-03-14 18:00:00,chennai,1,2,31.05,34.09,54.37,12.9,27,186,213
2024-03-14 19:00:00,chennai,1,2,32.07,33.04,70.05,20.53,24,101,125
2024-03-14 20:00:00,chennai,1,1,28.25,29.32,71.46,10.74,6,35,41
2024-03-14 21:00:00,chennai,1,1,28.2,30.51,75.43,11.51,4,18,22
2024-03-14 22:00:00,chennai,1,1,26.11,25.99,73.23,13.36,6,26,32
2024-03-14 23:00:00,chennai,1,1,24.59,24.87,72.45,10.32,3,20,23
2024-03-15 00:00:00,chennai,1,2,24.8,27.4,82.98,10.5,5,24,29
2024-03-15 01:00:00,chennai,1,1,25.09,25.42,79.88,12.53,4,25,29
2024-03-15 02:00:00,chennai,1,1,24.48,24.17,84.87,24.4,6,34,40
2024-03-15 03:00:00,chennai,1,1,24.31,27.67,78.3,21.95,6,29,35
2024-03-15 04:00:00,chennai,1,2,23.85,23.95,87.74,13.14,4,35,39
2024-03-15 05:00:00,chennai,1,1,26.07,27.76,84.08,10.77,8,39,47
2024-03-15 06:00:00,chennai,1,1,25.19,26.76,78.48,10.98,12,59,71
2024-03-15 07:00:00,chennai,1,3,28.88,27.57,73.52,12.37,6,80,86
2024-03-15 08:00:00,chennai,1,1,29.1,30.33,76.26,11.18,27,214,241
2024-03-15 09:00:00,chennai,1,2,28.29,30.23,71.37,10.43,21,165,186
2024-03-15 10:00:00,chennai,1,1,30.63,32.48,68.19,15.6,13,92,105
2024-03-15 11:00:00,chennai,1,1,30.93,33.33,70.14,14.35,5,41,46
2024-03-15 12:00:00,chennai,1,1,32.85,33.96,70.47,11.72,7,27,34
2024-03-15 13:00:00,chennai,1,1,34.47,36.68,56.08,17.55,5,21,26
2024-03-15 14:00:00,chennai,1,1,30.75,31.56,56.75,17.48,4,31,35
2024-03-15 15:00:00,chennai,1,1,33.0,33.09,58.44,13.38,5,47,52
2024-03-15 16:00:00,chennai,1,2,32.27,32.47,55.83,10.51,19,110,129
2024-03-15 17:00:00,chennai,1,4,32.63,32.67,64.62,22.53,11,41,52
2024-03-15 18:00:00,chennai,1,2,31.26,33.77,70.0,15.52,59,171,230
2024-03-15 19:00:00,chennai,1,2,29.13,29.12,69.3,11.42,15,113,128
2024-03-15 20:00:00,chennai,1,2,28.62,30.39,69.33,14.71,2,44,46
2024-03-15 21:00:00,chennai,1,1,27.01,28.24,80.22,12.6,2,23,25
2024-03-15 22:00:00,chennai,1,2,28.29,29.69,77.7,15.04,1,18,19
2024-03-15 23:00:00,chennai,1,1,26.2,29.06,80.79,13.21,6,29,35
2024-03-16 00:00:00,chennai,1,1,27.82,28.88,86.43,13.32,12,21,33
2024-03-16 01:00:00,chennai,1,2,25.06,27.18,81.04,16.66,15,26,41
2024-03-16 02:00:00,chennai,1,1,24.15,25.69,92.3,14.76,18,26,44
2024-03-16 03:00:00,chennai,1,1,23.32,24.67,79.42,10.42,21,27,48
2024-03-16 04:00:00,chennai,1,3,23.37,27.17,90.65,10.34,13,19,32
2024-03-16 05:00:00,chennai,1,1,24.27,24.33,74.2,11.82,15,24,39
2024-03-16 06:00:00,chennai,1,2,27.32,30.11,79.59,12.81,13,35,48
2024-03-16 07:00:00,chennai,1,2,28.58,30.73,71.38,11.61,27,57,84
2024-03-16 08:00:00,chennai,1,1,27.1,28.12,77.6,15.27,57,80,137
2024-03-16 09:00:00,chennai,1,1,31.11,34.24,67.02,11.09,55,114,169
2024-03-16 10:00:00,chennai,1,2,30.42,30.07,68.45,16.09,36,54,90
2024-03-16 11:00:00,chennai,1,1,32.0,32.98,61.68,17.42,29,52,81
2024-03-16 12:00:00,chennai,1,1,34.4,34.69,68.03,10.66,37,57,94
2024-03-16 13:00:00,chennai,1,1,33.94,35.85,59.06,15.26,30,68,98
2024-03-16 14:00:00,chennai,1,1,32.68,33.06,70.42,26.28,51,81,132
2024-03-16 15:00:00,chennai,1,1,31.79,33.73,57.36,11.07,41,87,128
2024-03-16 16:00:00,chennai,1,3,29.88,31.2,56.61,22.0,26,45,71
2024-03-16 17:00:00,chennai,1,1,30.97,31.99,69.69,14.66,58,108,166
2024-03-16 18:00:00,chennai,1,1,30.75,32.64,64.04,14.47,59,85,144
2024-03-16 19:00:00,chennai,1,1,28.85,30.08,69.38,10.27,33,50,83
2024-03-16 20:00:00,chennai,1,1,28.84,29.25,70.39,16.9,11,31,42
2024-03-16 21:00:00,chennai,1,2,28.06,32.36,68.03,13.25,8,19,27
2024-03-16 22:00:00,chennai,1,1,26.73,27.74,76.62,16.39,7,16,23
2024-03-16 23:00:00,chennai,1,3,25.39,24.67,85.4,18.28,4,7,11
2024-03-17 00:00:00,chennai,1,2,25.74,26.4,85.68,13.71,7,15,22
2024-03-17 01:00:00,chennai,1,1,25.67,25.9,82.82,11.53,12,27,39
2024-03-17 02:00:00,chennai,1,1,23.69,26.02,87.56,10.76,9,24,33
2024-03-17 03:00:00,chennai,1,1,26.83,28.65,76.36,10.87,16,26,42
2024-03-17 04:00:00,chennai,1,2,25.42,27.32,79.03,20.08,12,36,48
2024-03-17 05:00:00,chennai,1,1,26.19,27.32,81.05,10.66,17,24,41
2024-03-17 06:00:00,chennai,1,1,27.85,29.07,76.35,12.43,20,51,71
2024-03-17 07:00:00,chennai,1,1,28.24,29.37,73.35,12.03,26,53,79
2024-03-17 08:00:00,chennai,1,2,30.14,31.56,66.0,20.03,39,95,134
2024-03-17 09:00:00,chennai,1,1,30.38,32.72,59.01,13.25,43,97,140
2024-03-17 10:00:00,chennai,1,2,30.27,32.1,71.09,38.2,34,65,99
2024-03-17 11:00:00,chennai,1,1,32.26,34.26,66.15,16.68,25,48,73
2024-03-17 12:00:00,chennai,1,2,31.09,33.09,67.85,19.52,26,68,94
2024-03-17 13:00:00,chennai,1,1,32.99,35.38,60.15,10.52,39,78,117
2024-03-17 14:00:00,chennai,1,1,32.96,34.75,58.44,11.46,45,83,128
2024-03-17 15:00:00,chennai,1,2,32.61,34.47,62.37,10.73,41,68,109
2024-03-17 16:00:00,chennai,1,3,32.31,35.0,67.61,13.11,15,47,62
2024-03-17 17:00:00,chennai,1,2,29.57,30.41,63.77,16.33,46,94,140
2024-03-17 18:00:00,chennai,1,1,30.34,30.99,71.01,10.93,29,88,117
2024-03-17 19:00:00,chennai,1,1,30.15,30.46,64.38,10.7,24,50,74
2024-03-17 20:00:00,chennai,1,2,29.19,30.87,71.19,14.77,11,21,32
2024-03-17 21:00:00,chennai,1,1,26.73,26.38,74.24,11.31,7,12,19
2024-03-17 22:00:00,chennai,1,2,28.52,30.48,83.13,13.26,8,13,21
2024-03-17 23:00:00,chennai,1,1,25.13,26.52,80.11,10.26,7,16,23
2024-03-18 00:00:00,chennai,1,1,26.7,29.33,89.39,15.71,6,31,37
2024-03-18 01:00:00,chennai,1,1,25.65,26.48,74.92,13.9,6,27,33
2024-03-18 02:00:00,chennai,1,1,24.22,25.52,82.65,15.21,5,38,43
2024-03-18 03:00:00,chennai,1,1,27.27,29.89,82.56,11.61,11,48,59
2024-03-18 04:00:00,chennai,1,1,24.1,26.99,83.76,11.63,5,29,34
2024-03-18 05:00:00,chennai,1,1,27.27,28.09,75.0,18.08,4,23,27
2024-03-18 06:00:00,chennai,1,1,28.2,29.88,85.42,16.34,11,57,68
2024-03-18 07:00:00,chennai,1,2,27.16,28.95,74.65,14.33,8,111,119
2024-03-18 08:00:00,chennai,1,1,30.67,32.54,66.56,14.95,41,221,262
2024-03-18 09:00:00,chennai,1,1,29.74,30.97,69.33,10.49,25,208,233
2024-03-18 10:00:00,chennai,1,1,31.35,34.13,65.43,19.7,18,104,122
2024-03-18 11:00:00,chennai,1,1,32.14,31.75,78.85,17.35,7,48,55
2024-03-18 12:00:00,chennai,1,1,32.3,33.38,68.59,14.46,6,33,39
2024-03-18 13:00:00,chennai,1,3,33.84,35.78,62.59,22.54,3,12,15
2024-03-18 14:00:00,chennai,1,1,33.95,35.91,61.44,10.92,6,34,40
2024-03-18 15:00:00,chennai,1,2,30.77,33.62,67.1,15.8,9,38,47
2024-03-18 16:00:00,chennai,1,1,34.03,36.73,68.33,26.48,14,131,145
2024-03-18 17:00:00,chennai,1,1,29.83,31.05,50.37,11.86,52,184,236
2024-03-18 18:00:00,chennai,1,1,32.24,35.04,70.21,10.08,23,210,233
2024-03-18 19:00:00,chennai,1,1,31.39,32.17,69.55,16.64,10,107,117
2024-03-18 20:00:00,chennai,1,1,27.69,30.12,65.44,10.04,8,48,56
2024-03-18 21:00:00,chennai,1,1,27.47,30.78,78.99,20.3,3,20,23
2024-03-18 22:00:00,chennai,1,1,25.67,28.39,88.23,10.29,3,33,36
2024-03-18 23:00:00,chennai,1,2,25.91,27.52,81.86,15.29,2,18,20
2024-03-19 00:00:00,chennai,1,2,25.17,26.33,86.16,12.37,1,24,25
2024-03-19 01:00:00,chennai,1,1,26.07,26.04,90.68,11.14,3,30,33
2024-03-19 02:00:00,chennai,1,1,26.57,28.38,77.85,21.43,4,30,34
2024-03-19 03:00:00,chennai,1,2,26.81,27.2,72.37,16.86,10,33,43
2024-03-19 04:00:00,chennai,1,2,24.86,25.57,83.94,12.08,8,33,41
2024-03-19 05:00:00,chennai,1,2,25.92,26.23,77.83,11.67,9,48,57
2024-03-19 06:00:00,chennai,1,1,24.98,26.02,70.13,16.66,17,48,65
2024-03-19 07:00:00,chennai,1,2,27.0,28.47,74.2,19.06,6,97,103
2024-03-19 08:00:00,chennai,1,2,30.16,31.93,75.64,16.29,34,200,234
2024-03-19 09:00:00,chennai,1,1,31.97,32.87,68.67,15.11,62,185,247
2024-03-19 10:00:00,chennai,1,2,29.52,32.09,63.07,11.29,13,93,106
2024-03-19 11:00:00,chennai,1,2,31.12,32.41,63.81,19.58,5,42,47
2024-03-19 12:00:00,chennai,1,1,32.43,33.14,63.24,16.92,6,26,32
2024-03-19 13:00:00,chennai,1,2,33.2,34.93,52.69,13.64,4,30,34
2024-03-19 14:00:00,chennai,1,2,32.03,35.49,61.29,13.58,5,19,24
2024-03-19 15:00:00,chennai,1,2,33.37,35.21,55.62,14.21,9,36,45
2024-03-19 16:00:00,chennai,1,2,31.9,33.03,66.63,18.81,20,119,139
2024-03-19 17:00:00,chennai,1,1,31.81,31.78,57.12,16.78,52,207,259
2024-03-19 18:00:00,chennai,1,1,31.66,32.94,72.06,19.7,31,195,226
2024-03-19 19:00:00,chennai,1,1,30.04,31.78,67.37,13.54,19,100,119
2024-03-19 20:00:00,chennai,1,2,28.48,29.59,69.29,14.9,9,39,48
2024-03-19 21:00:00,chennai,1,1,27.83,27.67,76.06,19.64,3,18,21
2024-03-19 22:00:00,chennai,1,1,26.89,27.54,72.67,11.32,8,27,35
2024-03-19 23:00:00,chennai,1,1,25.73,28.68,80.46,12.94,6,33,39
2024-03-20 00:00:00,chennai,1,1,25.23,28.16,77.0,14.85,5,28,33
2024-03-20 01:00:00,chennai,1,1,27.05,27.67,78.88,22.33,3,30,33
2024-03-20 02:00:00,chennai,1,2,25.67,27.85,84.03,10.08,4,34,38
2024-03-20 03:00:00,chennai,1,1,24.78,25.1,75.97,11.19,7,40,47
2024-03-20 04:00:00,chennai,1,2,26.37,29.28,74.34,11.34,8,31,39
2024-03-20 05:00:00,chennai,1,1,25.77,27.52,80.31,11.98,10,35,45
2024-03-20 06:00:00,chennai,1,1,28.41,30.86,76.87,11.65,6,58,64
2024-03-20 07:00:00,chennai,1,1,28.41,28.19,75.43,14.46,14,115,129
2024-03-20 08:00:00,chennai,1,2,28.87,31.05,73.64,20.84,21,211,232
2024-03-20 09:00:00,chennai,1,1,30.57,32.06,69.7,15.07,42,200,242
2024-03-20 10:00:00,chennai,1,1,29.11,31.47,70.04,11.38,29,103,132
2024-03-20 11:00:00,chennai,1,1,30.48,32.89,65.42,19.97,7,44,51
2024-03-20 12:00:00,chennai,1,2,31.03,32.6,53.3,15.0,6,32,38
2024-03-20 13:00:00,chennai,1,1,33.04,33.93,53.6,11.24,5,25,30
2024-03-20 14:00:00,chennai,1,2,35.08,37.36,71.64,12.24,5,33,38
2024-03-20 15:00:00,chennai,1,1,35.54,36.98,62.34,17.8,4,39,43
2024-03-20 16:00:00,chennai,1,1,33.23,33.86,68.09,16.71,30,120,150
2024-03-20 17:00:00,chennai,1,1,32.43,33.01,63.2,14.3,40,213,253
2024-03-20 18:00:00,chennai,1,1,28.84,28.86,66.71,10.78,28,202,230
2024-03-20 19:00:00,chennai,1,1,29.38,30.37,67.14,18.13,40,93,133
2024-03-20 20:00:00,chennai,1,3,28.05,30.66,84.33,11.84,5,26,31
2024-03-20 21:00:00,chennai,1,1,27.22,28.9,75.85,17.38,2,23,25
2024-03-20 22:00:00,chennai,1,2,26.8,27.77,74.33,15.21,4,18,22
2024-03-20 23:00:00,chennai,1,2,25.61,27.91,70.81,11.53,2,31,33
2024-03-21 00:00:00,chennai,1,1,23.16,23.83,90.53,11.19,6,27,33
2024-03-21 01:00:00,chennai,1,1,26.03,27.63,80.84,10.7,7,32,39
2024-03-21 02:00:00,chennai,1,1,23.71,25.03,85.72,11.39,9,30,39
2024-03-21 03:00:00,chennai,1,3,25.42,27.7,85.94,10.86,2,20,22
2024-03-21 04:00:00,chennai,1,1,28.02,27.95,78.35,14.8,8,52,60
2024-03-21 05:00:00,chennai,1,1,25.07,25.72,82.43,14.57,7,41,48
2024-03-21 06:00:00,chennai,1,1,23.96,23.83,73.98,14.41,13,54,67
2024-03-21 07:00:00,chennai,1,3,27.62,28.86,69.64,15.13,15,70,85
2024-03-21 08:00:00,chennai,1,1,30.32,33.03,77.82,18.43,43,202,245
2024-03-21 09:00:00,chennai,1,2,32.39,33.38,68.62,22.24,40,150,190
2024-03-21 10:00:00,chennai,1,2,29.52,30.51,69.59,11.31,17,102,119
2024-03-21 11:00:00,chennai,1,2,32.42,34.8,66.98,14.43,14,47,61
2024-03-21 12:00:00,chennai,1,3,31.91,34.47,66.53,10.41,2,13,15
2024-03-21 13:00:00,chennai,1,2,32.74,34.15,54.56,10.64,6,26,32
2024-03-21 14:00:00,chennai,1,1,36.17,38.36,59.07,15.31,3,20,23
2024-03-21 15:00:00,chennai,1,2,31.06,31.48,60.72,13.33,10,44,54
2024-03-21 16:00:00,chennai,1,2,32.77,35.65,59.18,17.1,23,90,113
2024-03-21 17:00:00,chennai,1,1,32.39,36.04,67.07,12.77,28,263,291
2024-03-21 18:00:00,chennai,1,1,32.3,34.32,72.93,10.68,51,209,260
2024-03-21 19:00:00,chennai,1,1,30.15,29.57,76.14,20.28,21,109,130
2024-03-21 20:00:00,chennai,1,1,29.37,30.31,70.3,10.43,15,46,61
2024-03-21 21:00:00,chennai,1,1,27.49,29.61,76.05,11.05,3,20,23
2024-03-21 22:00:00,chennai,1,2,27.32,28.4,79.23,11.62,4,18,22
2024-03-21 23:00:00,chennai,1,1,25.76,28.53,82.18,36.78,2,15,17
2024-03-22 00:00:00,chennai,1,1,26.28,28.37,76.27,12.7,7,29,36
2024-03-22 01:00:00,chennai,1,1,24.69,25.49,90.76,13.48,1,21,22
2024-03-22 02:00:00,chennai,1,1,25.45,26.98,86.63,17.34,3,32,35
2024-03-22 03:00:00,chennai,1,2,25.1,25.71,86.42,15.06,8,35,43
2024-03-22 04:00:00,chennai,1,1,26.89,28.2,86.68,19.21,7,38,45
2024-03-22 05:00:00,chennai,1,1,26.11,27.06,81.74,13.33,3,54,57
2024-03-22 06:00:00,chennai,1,2,24.87,27.55,71.86,27.91,7,51,58
2024-03-22 07:00:00,chennai,1,1,29.48,33.1,73.89,17.97,17,110,127
